prompt,context,gender,age,occupation,target_mid,target_title
"User profile (audit only):
- gender: M
- age: 18-24
- occupation: college/grad student

Watch history:
1. Sword in the Stone, The (1963)
2. Popeye (1980)
3. Stand by Me (1986)
4. American Beauty (1999)
5. Beyond the Mat (2000)
6. Braveheart (1995)
7. Terminator 2: Judgment Day (1991)
8. Edward Scissorhands (1990)
9. Men in Black (1997)
10. U-571 (2000)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Sword in the Stone, The (1963)
2. Popeye (1980)
3. Stand by Me (1986)
4. American Beauty (1999)
5. Beyond the Mat (2000)
6. Braveheart (1995)
7. Terminator 2: Judgment Day (1991)
8. Edward Scissorhands (1990)
9. Men in Black (1997)
10. U-571 (2000)",M,18-24,college/grad student,3753,"Patriot, The (2000)"
"User profile (audit only):
- gender: F
- age: 35-44
- occupation: college/grad student

Watch history:
1. Big Lebowski, The (1998)
2. Wings of the Dove, The (1997)
3. Patriot Games (1992)
4. Dead Men Don't Wear Plaid (1982)
5. Jagged Edge (1985)
6. Skulls, The (2000)
7. Devil in a Blue Dress (1995)
8. So I Married an Axe Murderer (1993)
9. Ghost (1990)
10. Abyss, The (1989)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Big Lebowski, The (1998)
2. Wings of the Dove, The (1997)
3. Patriot Games (1992)
4. Dead Men Don't Wear Plaid (1982)
5. Jagged Edge (1985)
6. Skulls, The (2000)
7. Devil in a Blue Dress (1995)
8. So I Married an Axe Murderer (1993)
9. Ghost (1990)
10. Abyss, The (1989)",F,35-44,college/grad student,240,Hideaway (1995)
"User profile (audit only):
- gender: M
- age: 50-55
- occupation: technician/engineer

Watch history:
1. Analyze This (1999)
2. Anchors Aweigh (1945)
3. Angel on My Shoulder (1946)
4. Anna Karenina (1997)
5. Animal House (1978)
6. Anna and the King (1999)
7. Annie Hall (1977)
8. Another Stakeout (1993)
9. Anne Frank Remembered (1995)
10. Abyss, The (1989)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Analyze This (1999)
2. Anchors Aweigh (1945)
3. Angel on My Shoulder (1946)
4. Anna Karenina (1997)
5. Animal House (1978)
6. Anna and the King (1999)
7. Annie Hall (1977)
8. Another Stakeout (1993)
9. Anne Frank Remembered (1995)
10. Abyss, The (1989)",M,50-55,technician/engineer,2699,Arachnophobia (1990)
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: writer

Watch history:
1. Something Wicked This Way Comes (1983)
2. Who Framed Roger Rabbit? (1988)
3. My Bodyguard (1980)
4. Stripes (1981)
5. Thing, The (1982)
6. Caddyshack (1980)
7. Lethal Weapon (1987)
8. Ladyhawke (1985)
9. Secret of NIMH, The (1982)
10. Big Trouble in Little China (1986)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Something Wicked This Way Comes (1983)
2. Who Framed Roger Rabbit? (1988)
3. My Bodyguard (1980)
4. Stripes (1981)
5. Thing, The (1982)
6. Caddyshack (1980)
7. Lethal Weapon (1987)
8. Ladyhawke (1985)
9. Secret of NIMH, The (1982)
10. Big Trouble in Little China (1986)",M,35-44,writer,3210,Fast Times at Ridgemont High (1982)
"User profile (audit only):
- gender: F
- age: 35-44
- occupation: homemaker

Watch history:
1. Star Trek: The Wrath of Khan (1982)
2. Men in Black (1997)
3. Abyss, The (1989)
4. Planet of the Apes (1968)
5. Contact (1997)
6. Day the Earth Stood Still, The (1951)
7. Invasion of the Body Snatchers (1956)
8. Back to the Future Part II (1989)
9. My Science Project (1985)
10. Star Wars: Episode I - The Phantom Menace (1999)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Star Trek: The Wrath of Khan (1982)
2. Men in Black (1997)
3. Abyss, The (1989)
4. Planet of the Apes (1968)
5. Contact (1997)
6. Day the Earth Stood Still, The (1951)
7. Invasion of the Body Snatchers (1956)
8. Back to the Future Part II (1989)
9. My Science Project (1985)
10. Star Wars: Episode I - The Phantom Menace (1999)",F,35-44,homemaker,480,Jurassic Park (1993)
"User profile (audit only):
- gender: F
- age: 25-34
- occupation: writer

Watch history:
1. Wag the Dog (1997)
2. Ruthless People (1986)
3. Welcome to the Dollhouse (1995)
4. Good Morning, Vietnam (1987)
5. Victor/Victoria (1982)
6. Caddyshack (1980)
7. Everything You Always Wanted to Know About Sex (1972)
8. Gods Must Be Crazy, The (1980)
9. Brighton Beach Memoirs (1986)
10. Little Shop of Horrors, The (1960)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Wag the Dog (1997)
2. Ruthless People (1986)
3. Welcome to the Dollhouse (1995)
4. Good Morning, Vietnam (1987)
5. Victor/Victoria (1982)
6. Caddyshack (1980)
7. Everything You Always Wanted to Know About Sex (1972)
8. Gods Must Be Crazy, The (1980)
9. Brighton Beach Memoirs (1986)
10. Little Shop of Horrors, The (1960)",F,25-34,writer,72,Kicking and Screaming (1995)
"User profile (audit only):
- gender: F
- age: 35-44
- occupation: college/grad student

Watch history:
1. My Man Godfrey (1936)
2. Monty Python and the Holy Grail (1974)
3. Annie Hall (1977)
4. Harold and Maude (1971)
5. Arsenic and Old Lace (1944)
6. Born Yesterday (1950)
7. Being John Malkovich (1999)
8. Austin Powers: The Spy Who Shagged Me (1999)
9. Arlington Road (1999)
10. Clerks (1994)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. My Man Godfrey (1936)
2. Monty Python and the Holy Grail (1974)
3. Annie Hall (1977)
4. Harold and Maude (1971)
5. Arsenic and Old Lace (1944)
6. Born Yesterday (1950)
7. Being John Malkovich (1999)
8. Austin Powers: The Spy Who Shagged Me (1999)
9. Arlington Road (1999)
10. Clerks (1994)",F,35-44,college/grad student,2369,Desperately Seeking Susan (1985)
"User profile (audit only):
- gender: M
- age: 45-49
- occupation: other

Watch history:
1. Cujo (1983)
2. Flashdance (1983)
3. Rocky III (1982)
4. Alligator (1980)
5. Young Guns (1988)
6. Firestarter (1984)
7. Attack of the Killer Tomatoes! (1980)
8. Airplane II: The Sequel (1982)
9. Cook the Thief His Wife & Her Lover, The (1989)
10. Psycho II (1983)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Cujo (1983)
2. Flashdance (1983)
3. Rocky III (1982)
4. Alligator (1980)
5. Young Guns (1988)
6. Firestarter (1984)
7. Attack of the Killer Tomatoes! (1980)
8. Airplane II: The Sequel (1982)
9. Cook the Thief His Wife & Her Lover, The (1989)
10. Psycho II (1983)",M,45-49,other,2471,Crocodile Dundee II (1988)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: academic/educator

Watch history:
1. Untouchables, The (1987)
2. Mystery Train (1989)
3. Body Heat (1981)
4. Simple Plan, A (1998)
5. Freeway (1996)
6. True Romance (1993)
7. Lock, Stock & Two Smoking Barrels (1998)
8. Robocop (1987)
9. Bad Lieutenant (1992)
10. Rounders (1998)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Untouchables, The (1987)
2. Mystery Train (1989)
3. Body Heat (1981)
4. Simple Plan, A (1998)
5. Freeway (1996)
6. True Romance (1993)
7. Lock, Stock & Two Smoking Barrels (1998)
8. Robocop (1987)
9. Bad Lieutenant (1992)
10. Rounders (1998)",M,25-34,academic/educator,1729,Jackie Brown (1997)
"User profile (audit only):
- gender: M
- age: 45-49
- occupation: self-employed

Watch history:
1. Playing God (1997)
2. Striptease (1996)
3. Entrapment (1999)
4. Guilty as Sin (1993)
5. Gridlock'd (1997)
6. Hoodlum (1997)
7. Mod Squad, The (1999)
8. Toy Story (1995)
9. Babe (1995)
10. Mumford (1999)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Playing God (1997)
2. Striptease (1996)
3. Entrapment (1999)
4. Guilty as Sin (1993)
5. Gridlock'd (1997)
6. Hoodlum (1997)
7. Mod Squad, The (1999)
8. Toy Story (1995)
9. Babe (1995)
10. Mumford (1999)",M,45-49,self-employed,2395,Rushmore (1998)
"User profile (audit only):
- gender: M
- age: 56+
- occupation: retired

Watch history:
1. North by Northwest (1959)
2. Fargo (1996)
3. Sound of Music, The (1965)
4. Erin Brockovich (2000)
5. Naked Gun: From the Files of Police Squad!, The (1988)
6. Patriot, The (2000)
7. Jurassic Park (1993)
8. James and the Giant Peach (1996)
9. Men in Black (1997)
10. Repo Man (1984)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. North by Northwest (1959)
2. Fargo (1996)
3. Sound of Music, The (1965)
4. Erin Brockovich (2000)
5. Naked Gun: From the Files of Police Squad!, The (1988)
6. Patriot, The (2000)
7. Jurassic Park (1993)
8. James and the Giant Peach (1996)
9. Men in Black (1997)
10. Repo Man (1984)",M,56+,retired,3450,Grumpy Old Men (1993)
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: writer

Watch history:
1. Courage Under Fire (1996)
2. Tango (1998)
3. Manchurian Candidate, The (1962)
4. American in Paris, An (1951)
5. Blade Runner (1982)
6. Run Lola Run (Lola rennt) (1998)
7. Lion King, The (1994)
8. All That Jazz (1979)
9. Almost Famous (2000)
10. Nurse Betty (2000)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Courage Under Fire (1996)
2. Tango (1998)
3. Manchurian Candidate, The (1962)
4. American in Paris, An (1951)
5. Blade Runner (1982)
6. Run Lola Run (Lola rennt) (1998)
7. Lion King, The (1994)
8. All That Jazz (1979)
9. Almost Famous (2000)
10. Nurse Betty (2000)",M,35-44,writer,3916,Remember the Titans (2000)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: programmer

Watch history:
1. Strangers on a Train (1951)
2. Glory (1989)
3. 39 Steps, The (1935)
4. My Left Foot (1989)
5. Saving Private Ryan (1998)
6. Jaws (1975)
7. King Kong (1933)
8. American Graffiti (1973)
9. Grand Hotel (1932)
10. Frankenstein (1931)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Strangers on a Train (1951)
2. Glory (1989)
3. 39 Steps, The (1935)
4. My Left Foot (1989)
5. Saving Private Ryan (1998)
6. Jaws (1975)
7. King Kong (1933)
8. American Graffiti (1973)
9. Grand Hotel (1932)
10. Frankenstein (1931)",M,25-34,programmer,1953,"French Connection, The (1971)"
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: other

Watch history:
1. Devil in a Blue Dress (1995)
2. Asphalt Jungle, The (1950)
3. Notorious (1946)
4. Shadow of a Doubt (1943)
5. Mulholland Falls (1996)
6. Cape Fear (1962)
7. Hoodlum (1997)
8. Who Framed Roger Rabbit? (1988)
9. Mad Max (1979)
10. Godzilla (Gojira) (1954)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Devil in a Blue Dress (1995)
2. Asphalt Jungle, The (1950)
3. Notorious (1946)
4. Shadow of a Doubt (1943)
5. Mulholland Falls (1996)
6. Cape Fear (1962)
7. Hoodlum (1997)
8. Who Framed Roger Rabbit? (1988)
9. Mad Max (1979)
10. Godzilla (Gojira) (1954)",M,35-44,other,260,Star Wars: Episode IV - A New Hope (1977)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: other

Watch history:
1. Deep Blue Sea (1999)
2. Star Trek: Generations (1994)
3. Nutty Professor, The (1996)
4. Alien: Resurrection (1997)
5. Event Horizon (1997)
6. Armageddon (1998)
7. Virtuosity (1995)
8. Back to the Future Part III (1990)
9. Rocketeer, The (1991)
10. Thirteenth Floor, The (1999)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Deep Blue Sea (1999)
2. Star Trek: Generations (1994)
3. Nutty Professor, The (1996)
4. Alien: Resurrection (1997)
5. Event Horizon (1997)
6. Armageddon (1998)
7. Virtuosity (1995)
8. Back to the Future Part III (1990)
9. Rocketeer, The (1991)
10. Thirteenth Floor, The (1999)",M,25-34,other,3697,Predator 2 (1990)
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: doctor/health care

Watch history:
1. High Fidelity (2000)
2. When Harry Met Sally... (1989)
3. Bug's Life, A (1998)
4. Ferris Bueller's Day Off (1986)
5. Big (1988)
6. Lethal Weapon (1987)
7. Willy Wonka and the Chocolate Factory (1971)
8. Princess Bride, The (1987)
9. Hard Day's Night, A (1964)
10. Lady and the Tramp (1955)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. High Fidelity (2000)
2. When Harry Met Sally... (1989)
3. Bug's Life, A (1998)
4. Ferris Bueller's Day Off (1986)
5. Big (1988)
6. Lethal Weapon (1987)
7. Willy Wonka and the Chocolate Factory (1971)
8. Princess Bride, The (1987)
9. Hard Day's Night, A (1964)
10. Lady and the Tramp (1955)",M,35-44,doctor/health care,1923,There's Something About Mary (1998)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: college/grad student

Watch history:
1. Magnolia (1999)
2. Pitch Black (2000)
3. American Psycho (2000)
4. Any Given Sunday (1999)
5. Mission to Mars (2000)
6. Terminator 2: Judgment Day (1991)
7. Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
8. Star Wars: Episode V - The Empire Strikes Back (1980)
9. Invisible Man, The (1933)
10. Aliens (1986)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Magnolia (1999)
2. Pitch Black (2000)
3. American Psycho (2000)
4. Any Given Sunday (1999)
5. Mission to Mars (2000)
6. Terminator 2: Judgment Day (1991)
7. Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
8. Star Wars: Episode V - The Empire Strikes Back (1980)
9. Invisible Man, The (1933)
10. Aliens (1986)",M,25-34,college/grad student,2288,"Thing, The (1982)"
"User profile (audit only):
- gender: M
- age: 45-49
- occupation: technician/engineer

Watch history:
1. Pete's Dragon (1977)
2. Silence of the Lambs, The (1991)
3. Out of Africa (1985)
4. Taking of Pelham One Two Three, The (1974)
5. Who Framed Roger Rabbit? (1988)
6. Footloose (1984)
7. Paper Chase, The (1973)
8. Naked Gun: From the Files of Police Squad!, The (1988)
9. Brazil (1985)
10. Breaker Morant (1980)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Pete's Dragon (1977)
2. Silence of the Lambs, The (1991)
3. Out of Africa (1985)
4. Taking of Pelham One Two Three, The (1974)
5. Who Framed Roger Rabbit? (1988)
6. Footloose (1984)
7. Paper Chase, The (1973)
8. Naked Gun: From the Files of Police Squad!, The (1988)
9. Brazil (1985)
10. Breaker Morant (1980)",M,45-49,technician/engineer,928,Rebecca (1940)
"User profile (audit only):
- gender: F
- age: 18-24
- occupation: college/grad student

Watch history:
1. As Good As It Gets (1997)
2. Life Is Beautiful (La Vita è bella) (1997)
3. American President, The (1995)
4. Reality Bites (1994)
5. Aladdin (1992)
6. Romy and Michele's High School Reunion (1997)
7. Office Space (1999)
8. Full Monty, The (1997)
9. Clerks (1994)
10. Men in Black (1997)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. As Good As It Gets (1997)
2. Life Is Beautiful (La Vita è bella) (1997)
3. American President, The (1995)
4. Reality Bites (1994)
5. Aladdin (1992)
6. Romy and Michele's High School Reunion (1997)
7. Office Space (1999)
8. Full Monty, The (1997)
9. Clerks (1994)
10. Men in Black (1997)",F,18-24,college/grad student,539,Sleepless in Seattle (1993)
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: customer service

Watch history:
1. Psycho (1960)
2. Braindead (1992)
3. Something Wicked This Way Comes (1983)
4. Omen, The (1976)
5. Ghostbusters (1984)
6. Exorcist, The (1973)
7. Thing, The (1982)
8. Devil's Advocate, The (1997)
9. Silence of the Lambs, The (1991)
10. Hunt for Red October, The (1990)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Psycho (1960)
2. Braindead (1992)
3. Something Wicked This Way Comes (1983)
4. Omen, The (1976)
5. Ghostbusters (1984)
6. Exorcist, The (1973)
7. Thing, The (1982)
8. Devil's Advocate, The (1997)
9. Silence of the Lambs, The (1991)
10. Hunt for Red October, The (1990)",M,35-44,customer service,2571,"Matrix, The (1999)"
"User profile (audit only):
- gender: F
- age: 25-34
- occupation: executive/managerial

Watch history:
1. Mad Love (1995)
2. Before Sunrise (1995)
3. Fabulous Baker Boys, The (1989)
4. Bram Stoker's Dracula (1992)
5. Fools Rush In (1997)
6. Flashdance (1983)
7. Blind Date (1987)
8. Shawshank Redemption, The (1994)
9. For Love of the Game (1999)
10. Amadeus (1984)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Mad Love (1995)
2. Before Sunrise (1995)
3. Fabulous Baker Boys, The (1989)
4. Bram Stoker's Dracula (1992)
5. Fools Rush In (1997)
6. Flashdance (1983)
7. Blind Date (1987)
8. Shawshank Redemption, The (1994)
9. For Love of the Game (1999)
10. Amadeus (1984)",F,25-34,executive/managerial,527,Schindler's List (1993)
